City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,barah,13.7,30.3667,25.39,9,96,5.09,SD,1709926324
83,porto novo,6.4965,2.6036,28.9,82,92,2.94,BJ,1709926324
84,badger,64.8,-147.5333,-12.94,82,75,0.89,US,1709925861
85,jupiter,26.9342,-80.0942,30.03,72,75,4.63,US,1709926324
86,hampton bays,40.869,-72.5176,12.04,67,0,4.63,US,1709926324
87,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,91,40,7.6,RU,1709925678
88,maraba,-5.3686,-49.1178,32.1,70,75,1.03,BR,1709926115
89,minas de marcona,-15.2119,-75.1103,23.5,61,67,7.08,PE,1709925865
90,georgetown,5.4112,100.3354,28.86,88,20,1.03,MY,1709925872
91,hamar,60.7945,11.068,0.09,94,100,0.34,NO,1709926162
92,yamba,-5.9,22.3,22.67,91,100,0.43,CD,1709926325
93,rio grande,-32.035,-52.0986,28.06,66,33,6.53,BR,1709925675
94,yung shue wan,22.2333,114.1167,18.75,77,95,0.45,HK,1709925861
95,pandan,14.0453,124.1694,25.35,76,63,4.92,PH,1709925697
96,toamasina,-18.1667,49.3833,26.0,94,40,0.0,MG,1709926326
97,jindabyne,-36.4167,148.6333,16.99,84,0,0.45,AU,1709926326
98,jamestown,42.097,-79.2353,16.92,41,0,5.14,US,1709925862
99,pajok,3.8651,32.4821,27.71,45,43,1.84,SS,1709926326
100,dalbandin,28.8947,64.4101,15.79,38,10,2.64,PK,1709926326
101,hamilton,39.1834,-84.5333,13.93,94,100,3.09,US,1709925892
102,skovorodino,53.9833,123.9167,-22.66,100,32,0.96,RU,1709925732
103,iqaluit,63.7506,-68.5145,-26.84,68,20,1.03,CA,1709925865
104,longyearbyen,78.2186,15.6401,0.91,80,75,5.66,SJ,1709925720
105,roma,43.2128,-75.4557,15.46,39,0,5.66,US,1709925866
106,igarka,67.4667,86.5833,-15.66,96,100,4.82,RU,1709926327
107,duong dong,10.2167,103.9667,26.0,89,20,4.12,VN,1709926327
108,kushiro,42.975,144.3747,-4.47,93,100,4.12,JP,1709925919
109,port mathurin,-19.6833,63.4167,26.4,83,100,7.4,MU,1709926157
110,zhezqazghan,47.7833,67.7667,-7.13,100,100,3.47,KZ,1709926319
111,hoi an,15.8794,108.335,22.98,91,96,0.66,VN,1709925715
112,karratha,-20.7377,116.8463,28.2,74,100,6.32,AU,1709926328
113,ribnitz-damgarten,54.25,12.4667,3.96,90,0,0.45,DE,1709926054
114,usogorsk,63.4106,48.6872,-14.07,94,98,2.71,RU,1709925866
115,butembo,0.15,29.2833,16.21,90,63,1.16,CD,1709926328
116,lagdo,9.05,13.7333,32.39,13,99,0.99,CM,1709926328
117,stanley,54.868,-1.6985,4.77,76,75,6.69,GB,1709925704
118,san antonio de pale,-1.4014,5.6325,28.72,78,17,1.98,GQ,1709925868
119,agadez,19.75,10.25,28.42,7,1,4.71,NE,1709926329
120,nogliki,51.8333,143.1667,-18.14,99,70,2.24,RU,1709926209
121,selfoss,63.9331,-20.9971,3.91,73,93,6.0,IS,1709925879
122,happy valley-goose bay,53.3168,-60.3315,-4.83,36,0,3.09,CA,1709925897
123,atafu village,-8.5421,-172.5159,28.77,74,7,4.1,TK,1709925867
124,youssoufia,32.2463,-8.5294,13.9,53,10,5.93,MA,1709926094
125,chonchi,-42.6128,-73.8092,16.18,70,100,4.35,CL,1709925900
126,cefalu,38.0386,14.0229,16.1,65,100,5.92,IT,1709926329
127,tura,25.5198,90.2201,16.44,32,0,1.26,IN,1709925856
128,magadan,59.5667,150.8,-18.04,78,100,2.52,RU,1709926158
129,batamshinskiy,50.5594,58.2747,-16.52,95,31,2.89,KZ,1709926330
130,najran,17.4924,44.1277,27.36,62,7,5.18,SA,1709926330
131,gulf shores,30.246,-87.7008,22.41,79,100,5.66,US,1709925921
132,greymouth,-42.4667,171.2,12.59,83,100,1.28,NZ,1709926330
133,thompson,55.7435,-97.8558,-3.91,42,75,4.63,CA,1709925862
134,santa cruz,-17.8,-63.1667,31.7,66,75,8.75,BO,1709926331
135,cabo san lucas,22.8909,-109.9124,26.45,43,0,4.63,MX,1709925869
136,constantia,44.1833,28.65,4.38,73,98,2.5,RO,1709926110
137,qarazhal,48.0078,70.7903,-1.68,94,100,3.46,KZ,1709926331
138,homer,59.6425,-151.5483,0.58,80,0,2.57,US,1709926331
139,hithadhoo,-0.6,73.0833,28.08,74,100,3.55,MV,1709925903
140,tual,-5.6667,132.75,27.4,87,100,8.65,ID,1709926332
141,hengchun,22.0042,120.7439,17.1,70,99,11.59,TW,1709926332
142,plastun,44.7561,136.2939,-7.22,74,77,2.08,RU,1709926332
143,queenstown,-31.8976,26.8753,15.23,89,0,2.43,ZA,1709926332
144,maracacume,-2.0428,-45.9592,26.09,94,100,2.05,BR,1709926332
145,preobrazheniye,42.9019,133.9064,-6.71,75,80,4.45,RU,1709926237
146,al qusayr,34.5091,36.5798,9.77,85,13,0.48,SY,1709926333
147,iskateley,67.6803,53.1512,-21.1,100,99,2.68,RU,1709925714
148,port lincoln,-34.7333,135.8667,23.54,61,5,3.62,AU,1709925863
149,tazovsky,67.4667,78.7,-32.58,100,34,2.25,RU,1709926333
150,vyazemskiy,47.5378,134.7525,-18.38,99,97,1.42,RU,1709926333
151,mbandaka,0.0487,18.2603,21.56,93,100,1.06,CD,1709926324
152,cambria,35.5641,-121.0808,18.57,72,0,1.79,US,1709926333
153,shadrinsk,56.0852,63.6335,-13.17,97,100,2.91,RU,1709926165
154,limulunga,-15.0969,23.1376,21.46,94,100,4.18,ZM,1709926334
155,andergrove,-21.0833,149.1833,25.91,83,94,9.02,AU,1709926334
156,sansanne-mango,10.3592,0.4708,34.83,13,1,2.34,TG,1709926334
157,kodiak,57.79,-152.4072,0.73,75,0,5.14,US,1709925887
158,trinity beach,-16.7888,145.6968,26.12,94,75,6.17,AU,1709926334
159,najafabad,32.6344,51.3668,5.3,41,15,2.37,IR,1709926334
160,nyala,12.05,24.8833,25.96,9,26,5.0,SD,1709926335
161,curaca,-8.9903,-39.9094,33.4,34,56,9.14,BR,1709926335
162,horta,38.5333,-28.6333,15.01,68,40,9.26,PT,1709926184
163,necochea,-38.5473,-58.7368,28.72,40,100,2.46,AR,1709926335
164,crane,31.3974,-102.3501,17.3,34,1,4.6,US,1709925690
165,aguie,13.506,7.7786,31.16,9,42,3.67,NE,1709926335
166,carnarvon,-24.8667,113.6333,24.79,77,0,12.07,AU,1709925867
167,ballina,-28.8667,153.5667,18.21,64,67,6.11,AU,1709925843
168,grootfontein,-19.5667,18.1167,24.76,57,60,2.57,NA,1709926336
169,grants,35.1473,-107.8514,1.13,86,100,0.0,US,1709926336
170,newman,37.3138,-121.0208,16.24,55,0,0.86,US,1709926336
171,waingapu,-9.6567,120.2641,26.96,88,100,3.51,ID,1709926336
172,cabanas,22.9758,-82.9219,29.98,53,76,6.74,CU,1709926336
173,el alto,-4.2714,-81.2147,30.81,66,24,3.87,PE,1709926336
174,yuncheng,35.0231,110.9928,5.71,39,100,1.83,CN,1709926337
175,presidente olegario,-18.4178,-46.4181,25.9,72,99,1.85,BR,1709926337
176,aldan,58.6031,125.3894,-13.56,94,100,2.97,RU,1709926337
177,aasiaat,68.7098,-52.8699,-16.04,90,100,4.15,GL,1709925861
178,tafuna,-14.3358,-170.72,27.97,83,100,2.06,AS,1709926337
179,kodinsk,58.6881,99.1844,-19.54,100,94,1.13,RU,1709926338
180,eceabat,40.1842,26.3574,6.98,81,40,2.57,TR,1709926338
181,zaozersk,69.4005,32.4476,-3.8,97,100,2.42,RU,1709926338
182,peace river,56.2501,-117.286,2.17,80,100,6.17,CA,1709925911
183,vadso,70.0744,29.7487,1.09,86,75,6.17,NO,1709925684
184,amga,60.8953,131.9608,-22.7,100,100,0.59,RU,1709926338
185,fale old settlement,-9.3852,-171.2468,28.72,73,14,2.84,TK,1709925873
186,nyurba,63.2842,118.3319,-11.4,96,100,2.31,RU,1709925741
187,port alfred,-33.5906,26.891,18.99,92,43,0.45,ZA,1709925898
188,santa rosa del sur,7.9644,-74.0544,34.47,40,48,1.26,CO,1709926339
189,sabang,5.8933,95.3214,28.26,66,100,4.24,ID,1709925728
190,east london,-33.0153,27.9116,22.37,77,27,3.99,ZA,1709925813
191,laguna,38.421,-121.4238,18.16,62,0,2.57,US,1709925858
192,ujae,8.9322,165.7642,26.82,81,100,11.59,MH,1709926339
193,gadzhiyevo,69.2551,33.3362,-2.98,97,100,3.09,RU,1709925693
194,urangan,-25.3,152.9,22.33,84,99,2.24,AU,1709925901
195,masterton,-40.9597,175.6575,14.94,78,12,1.58,NZ,1709926340
196,amuntai,-2.4177,115.2494,23.75,99,100,0.4,ID,1709926340
197,kasamwa,-2.85,32.4333,19.63,94,100,2.55,TZ,1709926340
198,dos de mayo,-27.0228,-54.6867,26.49,89,57,1.26,AR,1709926340
199,sitka,57.0531,-135.33,5.94,70,100,10.8,US,1709925873
200,tucumcari,35.1717,-103.725,1.91,87,100,5.66,US,1709926164
201,banda aceh,5.5577,95.3222,27.16,73,100,2.78,ID,1709926340
202,tazacorte,28.629,-17.9293,18.54,76,20,3.09,ES,1709925611
203,parham,17.0968,-61.7705,28.83,78,40,4.12,AG,1709926341
204,san pedro pochutla,15.7333,-96.4667,29.84,41,0,5.12,MX,1709926341
205,bu'aale,1.0833,42.5833,27.31,78,94,4.74,SO,1709926341
206,mezhdurechenskiy,59.6,65.9333,-5.88,96,99,2.83,RU,1709926341
207,labrador city,52.9463,-66.9114,-7.05,49,20,2.06,CA,1709926341
208,iranshahr,27.2025,60.6848,21.19,60,0,2.06,IR,1709926342
209,san patricio,28.017,-97.5169,30.97,58,93,6.34,US,1709925883
210,nar'yan-mar,67.6713,53.087,-21.05,100,98,2.68,RU,1709926087
211,city of balikpapan,-1.242,116.8942,26.97,89,20,2.06,ID,1709926342
212,goondiwindi,-28.55,150.3167,19.0,69,0,4.35,AU,1709925871
213,kralendijk,12.15,-68.2667,30.99,66,40,10.29,BQ,1709926048
214,hermanus,-34.4187,19.2345,20.45,84,9,1.55,ZA,1709925863
215,poli,-3.3333,36.8,21.43,68,40,4.12,TZ,1709926342
216,alofi,-19.0595,-169.9187,26.94,83,99,2.57,NU,1709926343
217,guiyang,26.5833,106.7167,7.27,93,100,3.0,CN,1709926343
218,hervey bay,-25.2986,152.8535,22.23,84,99,2.24,AU,1709926137
219,pangody,65.85,74.4859,-19.64,97,100,4.46,RU,1709925916
220,lodja,-3.4833,23.4333,23.35,83,90,0.55,CD,1709925904
221,coari,-4.085,-63.1414,27.9,88,100,1.71,BR,1709926343
222,nacala,-14.5428,40.6728,26.86,90,100,2.52,MZ,1709926343
223,ishikawa,26.4233,127.8214,15.19,49,100,3.09,JP,1709926344
224,karatau,43.1667,70.4667,6.16,56,38,2.99,KZ,1709926344
225,arraial do cabo,-22.9661,-42.0278,28.98,78,40,5.66,BR,1709925736
226,barinas,8.6226,-70.2075,36.61,34,52,3.99,VE,1709926344
227,nuuk,64.1835,-51.7216,-10.66,85,75,8.75,GL,1709925601
228,carauari,-4.8828,-66.8958,28.08,89,100,0.73,BR,1709926344
229,skowhegan,44.7651,-69.7192,9.61,41,0,2.75,US,1709926344
230,jinghong,21.991,100.7341,17.79,37,4,1.27,CN,1709926344
231,motueka,-41.1333,173.0167,13.94,59,77,3.85,NZ,1709926345
232,degache,33.9761,8.2081,21.18,19,20,2.06,TN,1709926345
233,galliano,29.4422,-90.2992,26.11,83,75,5.66,US,1709926345
234,papao,-17.75,-149.55,29.82,81,52,7.57,PF,1709926345
235,ati,13.2154,18.3353,31.1,12,37,3.81,TD,1709926345
236,nemuro,43.3236,145.575,-2.91,73,100,6.26,JP,1709925898
237,dali,25.7,100.1833,7.29,50,0,2.05,CN,1709926346
238,tay ninh,11.3,106.1,25.39,69,55,0.78,VN,1709926346
239,beni mellal,32.3373,-6.3498,13.79,51,20,1.03,MA,1709926286
240,winnemucca,40.973,-117.7357,3.03,48,0,1.54,US,1709926346
241,guangyuan,32.442,105.823,9.6,86,100,0.8,CN,1709926346
242,talnakh,69.4865,88.3972,-21.5,97,96,2.36,RU,1709925894
243,penzance,50.1186,-5.5371,9.38,85,100,12.45,GB,1709926327
244,nowshahr,36.649,51.496,10.97,87,75,2.06,IR,1709926346
245,naze,28.3667,129.4833,12.51,62,100,6.59,JP,1709926347
246,lorengau,-2.0226,147.2712,26.95,84,17,1.51,PG,1709925900
247,massawa,15.6097,39.45,26.02,60,89,4.89,ER,1709926347
248,melekeok village,7.4957,134.6367,25.31,88,100,0.0,PW,1709926347
249,hadibu,12.65,54.0333,25.81,77,6,3.35,YE,1709925904
250,anadyr,64.75,177.4833,-22.72,77,0,4.0,RU,1709925865
251,pimentel,-6.8367,-79.9342,29.16,58,0,9.26,PE,1709926347
252,chubbuck,42.9208,-112.4661,-2.89,76,84,1.79,US,1709926348
253,flying fish cove,-10.4217,105.6791,25.82,94,100,5.66,CX,1709926155
254,crotone,39.0851,17.1178,12.33,82,100,2.9,IT,1709926115
255,west island,-12.1568,96.8225,27.99,94,100,7.2,CC,1709925855
256,kingston,17.997,-76.7936,32.87,63,20,10.29,JM,1709926329
257,kununurra,-15.7667,128.7333,24.99,100,100,1.54,AU,1709925706
258,newnham,-41.3833,147.1333,16.84,77,100,2.57,AU,1709926348
259,nema,57.5067,50.5011,-9.89,99,97,1.64,RU,1709926348
260,antigonish,45.6169,-61.9986,0.64,87,100,4.02,CA,1709926349
261,pama,11.2497,0.7075,33.77,9,10,1.7,BF,1709926349
262,klyuchi,52.2667,79.1667,-14.44,98,77,2.88,RU,1709925680
263,castillos,-34.1667,-53.8333,27.08,69,12,5.85,UY,1709926349
264,jiuquan,39.7432,98.5174,1.9,37,40,3.86,CN,1709926349
265,broken hill,-31.95,141.4333,27.64,40,36,6.35,AU,1709926181
266,cimin,39.7101,39.7021,-0.96,80,75,0.0,TR,1709925909
267,nabire,-3.3667,135.4833,25.02,92,99,0.77,ID,1709926349
268,st. john's,47.5649,-52.7093,-1.03,97,100,10.8,CA,1709925870
269,north bondi,-33.8824,151.2769,20.94,83,20,2.06,AU,1709926350
270,oranjemund,-28.55,16.4333,18.35,89,0,5.9,NA,1709926185
271,aykhal,66.0,111.5,-15.78,98,100,1.37,RU,1709925895
272,aripuana,-9.1667,-60.6333,26.88,92,98,0.65,BR,1709926350
273,casper,42.8666,-106.3131,3.23,51,75,0.89,US,1709926350
274,xinzhou,38.4092,112.7333,0.5,32,0,0.28,CN,1709926350
275,mount pearl,47.5166,-52.7813,-1.49,97,100,10.8,CA,1709925891
276,n'zeto,-7.2312,12.8666,27.75,83,99,0.97,AO,1709926351
277,kasaragod,12.5,75.0,22.37,89,32,1.8,IN,1709926351
278,carloforte,39.145,8.3058,13.86,81,100,4.6,IT,1709926351
279,nuriootpa,-34.4833,139.0,28.61,32,0,4.54,AU,1709926351
280,ust-nera,64.5667,143.2,-26.87,100,97,0.66,RU,1709926162
281,susuman,62.7833,148.1667,-32.79,100,92,0.89,RU,1709925734
282,sainte-suzanne,-20.9061,55.6089,26.12,78,0,7.72,RE,1709926352
283,khandyga,62.6667,135.6,-32.18,100,100,1.12,RU,1709926311
284,edinet,48.1681,27.305,2.79,50,1,1.49,MD,1709926352
285,glace bay,46.1969,-59.957,0.09,87,100,12.35,CA,1709926352
286,vilyuchinsk,52.9306,158.4028,-10.85,82,85,5.25,RU,1709925891
287,mikhaylovsk,45.1283,42.0256,0.12,100,100,1.0,RU,1709926353
288,kongsvinger,60.1905,11.9977,-1.63,87,100,1.98,NO,1709926353
289,bukama,-9.2,25.85,22.45,91,33,0.06,CD,1709926353
290,haiku-pauwela,20.9219,-156.3051,22.8,80,40,5.14,US,1709925923
291,ingeniero guillermo n. juarez,-23.9,-61.85,39.95,28,89,7.76,AR,1709926353
292,saguenay,48.4168,-71.0657,4.49,39,20,4.12,CA,1709926353
293,masvingo,-20.0637,30.8277,24.42,40,8,2.97,ZW,1709926353
294,uturoa,-16.7333,-151.4333,27.88,79,55,5.29,PF,1709926172
295,pyapon,16.2833,95.6833,22.82,64,88,2.5,MM,1709926354
296,bac lieu,9.285,105.7244,26.45,75,37,8.47,VN,1709926186
297,malango,-2.9627,119.9001,20.78,96,99,0.6,ID,1709926156
298,wynyard,-41.0,145.7167,16.88,85,98,5.97,AU,1709925715
299,ancud,-41.8697,-73.8203,13.87,66,100,7.28,CL,1709926354
300,poso,-1.3959,120.7524,25.59,81,100,1.11,ID,1709925882
301,nadym,65.5333,72.5167,-17.89,96,98,5.46,RU,1709926180
302,ialibu,-6.2821,143.9935,13.59,97,95,1.23,PG,1709926355
303,new norfolk,-42.7826,147.0587,14.95,99,78,1.55,AU,1709925879
304,saint-philippe,-21.3585,55.7679,25.77,84,58,5.1,RE,1709925889
305,karwar,14.8,74.1333,23.96,74,18,1.76,IN,1709926355
306,kayes,14.0,-11.0,34.56,9,3,3.04,ML,1709926355
307,altay,47.8667,88.1167,-8.86,74,55,3.14,CN,1709926355
308,lebedyn,50.5852,34.4849,0.47,66,82,2.99,UA,1709926355
309,tralee,52.2704,-9.7026,7.3,78,100,7.48,IE,1709925878
310,cidade velha,14.9167,-23.6167,23.26,60,20,11.32,CV,1709926356
311,shohimardon,39.9839,71.8028,0.43,57,99,6.21,UZ,1709926356
312,gwaram,11.2764,9.8858,32.35,18,25,2.43,NG,1709926356
313,bureya,49.8133,129.8131,-25.03,100,93,0.77,RU,1709926356
314,lihue,21.9789,-159.3672,23.58,74,40,10.29,US,1709925778
315,kapuskasing,49.4169,-82.4331,6.05,49,100,3.09,CA,1709926176
316,arish,31.1316,33.7984,14.1,72,0,1.03,EG,1709926357
317,kailua-kona,19.6406,-155.9956,26.82,74,0,3.09,US,1709925870
318,chibougamau,49.9168,-74.3659,1.79,38,0,5.14,CA,1709925907
319,fada,9.5667,8.3,22.62,78,100,1.54,NG,1709926357
320,nguigmi,14.2495,13.1092,29.04,30,49,3.41,NE,1709926357
321,notse,6.95,1.1667,29.27,63,37,4.73,TG,1709926357
322,san andres,12.5847,-81.7006,31.01,66,20,3.09,CO,1709926357
323,auki,-8.7676,160.7034,26.69,87,93,0.43,SB,1709926358
324,kutum,14.2,24.6667,23.77,12,100,4.44,SD,1709925879
325,guatrache,-37.6678,-63.5302,32.89,32,2,0.92,AR,1709926358
326,escarcega,18.6089,-90.7454,40.45,17,2,3.01,MX,1709926358
327,tayzhina,53.6679,87.4362,-15.13,99,97,1.56,RU,1709926358
328,clearwater,27.9659,-82.8001,30.98,66,75,3.6,US,1709926358
329,moreno,-8.1186,-35.0922,29.53,74,20,5.14,BR,1709926359
330,parambu,-6.2111,-40.6944,30.03,48,32,2.76,BR,1709926359
331,fort mcmurray,56.7268,-111.381,-2.23,59,0,4.12,CA,1709925875
332,zouerate,22.7187,-12.4521,22.85,23,0,4.99,MR,1709925896
333,yanbu,24.0891,38.0637,22.02,60,0,7.72,SA,1709926359
334,valparaiso,-33.0393,-71.6273,28.13,35,0,6.17,CL,1709926063
335,quellon,-43.1167,-73.6167,12.56,74,100,6.21,CL,1709925873
336,enewetak,11.3474,162.3373,26.23,82,100,9.5,MH,1709925703
337,rudnya,54.947,31.0934,-1.15,72,93,3.45,RU,1709926360
338,presque isle,46.6811,-68.0159,4.59,46,0,3.6,US,1709926360
339,hammerfest,70.6634,23.6821,4.25,100,75,5.14,NO,1709926360
340,taksimo,56.3444,114.8794,-14.37,92,100,0.57,RU,1709926360
341,ha'il,27.5219,41.6907,17.01,31,0,1.03,SA,1709926360
342,aral,40.5156,81.2636,6.52,33,0,2.77,CN,1709926361
343,kilindoni,-7.9139,39.6668,28.71,77,63,3.7,TZ,1709926361
344,beloyarskiy,63.7119,66.6722,-13.33,94,99,3.58,RU,1709926361
345,telimele,10.9167,-13.3333,28.74,38,100,2.73,GN,1709926361
346,praia da vitoria,38.7333,-27.0667,15.14,67,75,11.34,PT,1709925863
347,weno,7.4515,151.8468,27.97,78,75,3.6,FM,1709925888
348,nova vicosa,-17.8919,-39.3719,29.47,63,4,5.95,BR,1709925893
349,mhamid,29.82,-5.72,19.86,19,0,3.46,MA,1709926362
350,buluang,13.3068,123.3425,21.63,93,53,1.68,PH,1709926362
351,islamorada,24.9243,-80.6278,28.33,88,32,5.66,US,1709926362
352,madalena,41.2162,-8.3345,11.32,91,100,4.52,PT,1709925856
353,ziway,7.9333,38.7167,23.09,59,98,3.79,ET,1709926362
354,oral,51.2333,51.3667,-13.01,85,0,3.0,KZ,1709926362
355,qiqihar,47.3408,123.9672,-9.88,66,1,2.78,CN,1709926363
356,sao raimundo nonato,-9.0153,-42.6994,30.25,56,31,2.19,BR,1709926363
357,san juan de miraflores,-12.1629,-76.9635,24.29,74,81,4.45,PE,1709926363
358,gharyan,32.1722,13.0203,15.26,33,0,5.22,LY,1709926363
359,cochin,9.9399,76.2602,27.99,81,1,1.93,IN,1709926242
360,skeldon,5.8833,-57.1333,28.51,75,70,4.68,GY,1709926325
361,itaituba,-4.2761,-55.9836,33.09,62,40,3.09,BR,1709926204
362,de aar,-30.6497,24.0123,21.98,17,0,1.52,ZA,1709926364
363,monrovia,6.3005,-10.7969,27.87,88,78,3.27,LR,1709926364
364,juegang,32.3174,121.1855,3.32,71,20,2.69,CN,1709926364
365,lensk,60.7253,114.9278,-9.1,91,58,4.09,RU,1709926288
366,scarborough,54.2797,-0.4044,4.95,83,77,4.02,GB,1709925949
